order_id,user_id,product_id,timestamp,quantity,total_price
91,30333,1714,2025-01-24 22:09:40,2,579.16
92,24037,4487,2025-06-30 05:26:52,1,387.93
93,13541,3267,2025-06-17 05:16:59,3,1251.27
94,7196,269,2025-11-06 19:36:47,3,112.44
95,23792,2830,2025-03-16 20:29:30,1,487.24
96,23829,4907,2025-11-15 19:26:28,3,567.72
97,10040,158,2025-09-20 23:56:13,3,1365.99
98,25683,9392,2025-08-20 19:41:56,2,638.12
99,11315,5656,2025-09-24 01:14:57,1,293.98
100,31992,2222,2025-05-10 16:46:13,2,296.18
101,39301,1785,2025-04-15 11:17:11,2,891.0
102,21186,1540,2025-09-23 10:42:52,3,309.51
103,20438,6329,2025-02-13 20:03:05,1,286.16
104,4307,2385,2025-07-15 20:43:40,2,108.56
105,37468,3913,2025-02-22 15:08:17,2,951.9
106,8767,3788,2025-04-16 23:22:34,2,284.68
107,8639,932,2025-02-18 04:19:24,3,818.8199999999999
108,19632,3734,2025-09-17 06:27:37,1,203.28
109,8776,1979,2025-02-01 09:43:56,1,270.07
110,27984,8048,2025-10-17 23:06:16,1,430.9
111,7365,2822,2025-03-20 11:28:35,1,364.14
112,6455,1508,2025-03-02 04:09:09,3,841.5899999999999
113,12001,8291,2025-09-19 22:45:52,3,244.79999999999998
114,8268,4571,2025-10-14 22:01:51,1,400.07
115,31604,1945,2025-08-06 07:03:52,2,469.36
116,30857,5421,2025-01-20 03:11:47,2,265.18
117,6165,5004,2025-01-29 23:17:37,3,1451.22
118,1635,97,2025-08-05 06:46:01,2,893.04
119,13152,7586,2025-10-12 19:41:02,2,70.8
120,18441,2342,2025-09-17 18:28:14,3,286.44
121,26094,9993,2025-03-22 01:02:40,1,386.88
122,8575,2022,2025-03-11 21:01:16,2,120.64
123,4850,1703,2025-10-09 10:32:29,2,398.84
124,2899,3088,2025-10-31 19:30:36,3,610.59
125,34966,1160,2025-10-29 18:06:38,3,1117.6200000000001
126,32671,515,2025-06-11 14:21:30,3,1122.15
127,20229,880,2025-05-25 01:27:57,3,1368.3899999999999
128,15362,2679,2025-01-31 05:18:27,2,200.76
129,20645,2653,2025-07-21 05:07:15,2,489.26
130,21347,1514,2025-08-12 03:41:51,3,758.3100000000001
131,32555,234,2025-02-21 21:35:06,1,310.91
132,24816,3285,2025-01-29 21:12:54,1,31.1
133,20809,1333,2025-07-13 03:30:22,2,285.16
134,30379,468,2025-04-05 12:50:59,3,454.62
135,8800,4176,2025-08-16 23:50:24,2,845.38
136,29235,5592,2025-01-17 23:51:13,1,92.31
137,34081,6926,2025-03-28 21:11:39,1,282.99
138,7726,9346,2025-03-14 22:58:39,2,942.44
139,940,4864,2025-03-31 15:58:15,1,54.58
140,15403,4479,2025-08-09 02:58:42,2,946.08
141,24482,3905,2025-08-22 13:03:47,3,88.32000000000001
142,6730,1673,2025-08-13 16:13:40,1,30.33
143,32512,1567,2025-09-11 21:48:50,2,337.4
144,33918,6239,2025-01-10 23:30:41,3,824.5500000000001
145,28766,2897,2025-04-30 19:02:29,3,478.38
146,36644,4501,2025-10-26 15:43:26,2,931.42
147,7172,5509,2025-09-26 21:58:28,1,79.66
148,5362,8139,2025-04-17 19:26:20,1,280.76
149,17681,8552,2025-05-02 13:39:41,2,625.46
150,9993,4517,2025-11-17 00:49:44,2,358.76
151,30033,2611,2025-07-26 22:01:35,3,422.64
152,14860,6477,2025-10-09 10:41:26,2,85.28
153,7432,3720,2025-05-30 20:42:44,3,1072.23
154,15929,9520,2025-08-13 01:27:11,2,817.2
155,19076,2358,2025-07-09 15:06:14,1,222.13
156,11025,8370,2025-09-01 10:41:40,3,204.93
157,9999,3691,2025-06-04 22:30:58,2,245.08
158,32116,5693,2025-09-17 06:35:49,3,1392.99
159,2699,2598,2025-07-24 05:44:10,3,399.12
160,28861,7522,2025-09-11 09:39:47,1,351.42
161,15867,7028,2025-05-25 02:14:56,3,1138.1100000000001
162,26267,5615,2025-10-03 07:28:48,1,132.96
163,15637,4387,2025-05-11 21:51:56,3,1167.51
164,36798,8429,2025-01-24 11:14:52,1,312.55
165,22859,7200,2025-03-16 06:53:01,2,393.36
166,82,4053,2025-10-01 22:30:32,3,1170.57
167,39167,2696,2025-11-17 02:27:46,2,922.32
168,33610,721,2025-09-24 06:09:54,3,651.03
169,1658,7601,2025-06-26 18:33:29,2,521.56
170,17154,4641,2025-09-28 07:21:47,2,285.96
171,39550,6212,2025-09-06 00:37:39,2,534.2
172,6800,357,2025-08-17 13:08:30,3,1359.54
173,4259,2721,2025-03-11 15:30:52,1,90.42
174,3143,9148,2025-09-10 08:11:21,1,271.91
175,7662,927,2025-09-12 20:20:18,1,369.89
176,24694,1913,2025-02-13 00:56:21,3,884.97
177,12347,5606,2025-03-04 16:17:39,2,50.42
178,37560,4946,2025-07-22 11:47:54,3,1312.1100000000001
179,21518,6504,2025-07-13 17:50:57,1,300.73
180,35807,1954,2025-07-17 10:36:41,2,229.14
181,32338,7811,2025-02-17 02:28:50,1,12.8
182,39261,4447,2025-10-05 23:32:15,3,1268.34
183,37329,866,2025-05-29 22:58:28,3,357.71999999999997
184,14687,5900,2025-08-11 22:49:55,2,661.46
185,6705,3284,2025-04-26 07:24:25,3,627.48
186,17222,8389,2025-07-21 02:01:27,2,779.74
187,28230,4009,2025-03-25 13:57:40,2,670.82
188,36517,5817,2025-03-24 00:56:28,2,771.42
189,31004,8510,2025-08-22 14:40:52,1,134.37
190,12925,1139,2025-11-04 15:41:02,1,214.81
191,20914,9868,2025-10-02 15:14:40,3,473.97
192,33637,2272,2025-03-21 13:31:47,3,414.03
193,31496,4744,2025-04-15 13:34:03,3,266.49
194,23346,9397,2025-05-27 01:25:41,2,994.1
195,20458,3914,2025-04-12 16:26:33,3,373.65
196,7807,2526,2025-11-14 13:33:17,2,300.94
197,14380,888,2025-05-05 01:07:21,3,181.74
198,14672,3263,2025-03-18 13:15:12,2,306.84
199,38509,1298,2025-02-08 03:09:03,2,759.62
200,36666,303,2025-09-05 23:11:48,1,350.01
201,5020,7791,2025-07-12 00:10:45,3,68.67
202,18840,9784,2025-08-16 01:42:43,1,366.72
203,29755,5161,2025-11-01 23:20:53,2,194.96
204,15201,5487,2025-06-24 07:19:51,2,532.66
205,27043,7790,2025-06-18 06:31:47,3,931.44
206,20446,3969,2025-05-25 13:53:21,1,282.57
207,31007,7069,2025-07-15 08:06:11,3,548.8499999999999
208,4573,8654,2025-03-17 21:38:31,2,93.6
209,29638,4855,2025-01-14 12:55:43,3,1466.49
210,21547,8435,2025-02-16 09:57:51,2,258.74
211,39229,7663,2025-10-22 15:01:56,1,40.88
212,9084,4667,2025-07-03 15:26:07,2,947.78
213,31790,4325,2025-02-25 17:31:05,3,1370.22
214,3518,6056,2025-04-03 04:26:58,3,1033.98
215,37866,134,2025-10-28 00:32:12,3,742.2
216,3823,7010,2025-10-13 12:33:52,3,169.89000000000001
217,38227,1967,2025-05-02 19:12:17,2,801.18
218,8603,1889,2025-09-15 00:54:44,1,21.03
219,20666,8704,2025-07-30 10:42:53,2,862.3
220,31091,9170,2025-04-05 20:00:09,1,202.46
221,6810,6942,2025-06-28 03:11:32,1,394.12
222,3701,3341,2025-05-25 04:32:52,3,1131.9
223,20831,2675,2025-10-15 03:53:40,1,266.5
224,8412,4717,2025-04-12 04:36:04,3,937.23
225,7169,8613,2025-03-05 13:29:25,3,134.37
226,22316,170,2025-07-18 05:03:18,3,1357.02
227,25006,1040,2025-02-19 11:01:07,3,148.47
228,4107,1867,2025-05-18 04:12:19,2,562.48
229,2007,1390,2025-05-10 09:06:51,1,238.38
230,28839,6145,2025-05-01 07:33:16,1,185.95
231,32833,2208,2025-02-03 19:25:38,1,354.68
232,27964,7631,2025-03-03 13:31:22,3,1414.68
233,30040,6375,2025-03-03 04:36:41,1,43.92
234,30311,2904,2025-10-08 03:56:12,2,427.98
235,9378,855,2025-03-25 15:05:58,3,924.06
236,30620,4896,2025-06-28 06:20:46,3,91.71000000000001
237,33008,8988,2025-06-04 13:01:59,2,174.24
238,1620,5474,2025-04-17 04:32:35,2,660.18
239,35263,942,2025-11-12 23:20:34,3,638.73
240,28138,2941,2025-02-13 19:08:08,1,88.62
241,35348,6791,2025-10-25 11:06:53,3,134.57999999999998
242,575,337,2025-08-14 08:15:35,1,453.33
243,23634,6462,2025-04-09 16:19:20,3,290.49
244,22961,3188,2025-09-02 12:57:10,2,761.18
245,14078,2666,2025-07-11 04:19:04,1,373.43
246,39491,6389,2025-07-11 23:24:42,2,775.16
247,30066,9850,2025-02-10 08:27:29,3,605.01
248,35673,5390,2025-06-13 21:17:30,3,503.79
249,25054,6830,2025-07-30 17:02:15,3,622.05
250,17299,8099,2025-09-02 22:37:28,1,322.5
251,1543,8260,2025-07-13 18:55:25,3,434.37
252,18203,8470,2025-07-11 17:56:40,1,17.62
253,30719,9537,2025-10-03 12:15:31,3,228.63
254,21509,1209,2025-07-10 09:34:42,3,540.39
255,33777,975,2025-04-25 22:55:50,2,361.54
256,36338,2781,2025-04-30 11:47:30,2,950.64
257,30644,492,2025-02-02 16:58:40,3,765.45
258,39632,8361,2025-06-17 10:04:33,2,19.04
259,6842,4778,2025-06-23 09:15:53,2,403.96
260,3112,8229,2025-09-23 18:21:41,3,697.89
261,16977,2408,2025-06-07 05:00:38,2,375.9
262,15061,5554,2025-01-15 15:47:25,3,335.64
263,22026,7727,2025-04-20 05:52:00,3,137.67000000000002
264,25182,1299,2025-01-08 20:37:19,1,346.88
265,6334,4281,2025-04-25 03:59:31,3,1194.33
266,11998,6632,2025-03-02 21:46:32,1,177.46
267,9416,3420,2025-11-23 03:28:00,3,1131.4499999999998
268,34113,566,2025-11-06 19:38:47,2,779.78
269,6623,5562,2025-05-07 09:19:44,2,504.12
270,34027,2817,2025-08-14 20:42:43,3,401.13
271,22722,7894,2025-02-03 12:53:47,2,751.4
272,5377,1028,2025-03-25 21:37:44,3,1265.1299999999999
273,17131,6557,2025-08-17 17:41:39,3,574.6500000000001
274,15691,4084,2025-07-03 15:28:01,2,646.82
275,35348,9634,2025-02-24 18:15:30,2,32.34
276,26933,9327,2025-10-11 11:43:27,1,227.4
277,8042,5141,2025-05-31 05:29:32,2,432.88
278,25474,7525,2025-03-23 15:50:10,2,428.68
279,31190,9664,2025-10-26 15:25:19,2,322.06
280,32706,6633,2025-08-31 16:13:11,2,123.02
281,35477,2573,2025-03-08 22:51:40,1,409.26
282,9450,9362,2025-02-11 13:51:38,2,476.82
283,19089,6629,2025-02-28 03:33:59,3,221.85000000000002
284,7001,9018,2025-06-08 20:34:42,2,550.58
285,1661,8175,2025-04-20 02:03:30,3,660.0600000000001
286,23044,9649,2025-05-30 18:07:20,3,1373.97
287,35838,363,2025-01-31 00:20:54,1,218.04
288,4224,5724,2025-09-02 18:02:43,1,144.86
289,24851,322,2025-03-25 09:52:17,2,946.08
290,5070,4636,2025-10-23 21:08:27,2,203.78
291,38797,5964,2025-07-03 17:25:23,3,193.38
292,13473,6988,2025-07-24 01:01:58,3,1128.4499999999998
293,17140,4464,2025-08-17 17:17:26,3,905.5500000000001
294,5339,8570,2025-06-09 03:10:01,2,303.88
295,19222,2033,2025-04-16 21:17:19,3,717.42
296,15660,2870,2025-11-18 00:08:42,3,694.2
297,38807,3212,2025-11-25 15:13:03,3,1260.24
298,27603,7996,2025-04-08 07:43:16,1,58.22
299,16551,5171,2025-04-22 06:24:06,2,791.0
300,13203,3960,2025-06-22 07:38:00,1,238.43
301,191,6058,2025-08-10 13:03:59,2,84.26
302,38044,3963,2025-03-07 05:44:08,2,78.36
303,7260,4861,2025-05-17 11:17:33,2,267.42
304,22120,8658,2025-03-28 18:40:34,3,724.77
305,37484,9406,2025-02-28 07:58:35,3,1182.0
306,11416,507,2025-07-20 11:15:20,1,403.12
307,24702,5807,2025-10-25 11:21:26,2,727.48
308,17551,8200,2025-06-02 18:51:39,2,317.96
309,12974,5891,2025-01-20 23:18:30,1,91.25
310,26488,2884,2025-02-14 05:40:33,3,1032.24
311,35790,4858,2025-06-27 05:53:39,2,856.82
312,6629,4578,2025-05-07 02:58:14,3,767.34
313,8816,8454,2025-11-07 05:04:57,3,1169.01
314,30957,520,2025-07-09 04:45:18,3,142.71
315,18217,6229,2025-05-18 10:44:18,3,1201.17
316,9352,7325,2025-06-22 09:36:03,2,798.52
317,23885,2694,2025-09-27 01:51:34,2,754.78
318,37451,6659,2025-08-03 19:27:46,1,24.75
319,15085,5367,2025-08-03 16:55:06,2,843.1
320,39779,9334,2025-06-25 06:30:03,2,666.36
321,7609,624,2025-01-13 21:35:00,2,511.6
322,19196,5795,2025-05-11 23:14:50,3,1226.1299999999999
323,32309,3855,2025-10-08 08:41:28,2,647.62
324,13345,7296,2025-09-12 13:05:21,2,246.1
325,12579,9492,2025-09-15 05:11:44,3,574.3199999999999
326,9398,4834,2025-07-30 06:44:57,1,431.5
327,2413,1857,2025-04-24 03:57:31,3,855.06
328,30414,1450,2025-05-11 01:59:29,2,977.82
329,38605,5052,2025-04-11 02:55:51,3,1191.3000000000002
330,25783,2981,2025-03-14 03:54:40,1,432.46
331,17832,2347,2025-05-30 19:19:42,3,1410.51
332,38046,7450,2025-06-14 06:08:14,1,405.27
333,16023,7605,2025-06-05 21:47:23,1,255.05
334,18268,5000,2025-11-23 21:11:41,1,297.03
335,20827,2692,2025-02-28 11:56:29,2,445.28
336,25994,1738,2025-02-07 02:33:58,3,832.8000000000001
337,36505,1142,2025-08-29 15:53:02,3,897.69
338,5363,1601,2025-03-16 23:55:24,3,379.02
339,34672,4418,2025-01-16 21:14:11,2,118.5
340,20310,960,2025-01-04 22:27:21,3,1384.92
341,30369,7467,2025-08-12 10:10:47,1,236.09
342,20815,5774,2025-05-10 21:51:58,2,260.6
343,1759,6949,2025-10-20 13:01:19,3,104.34
344,6111,4797,2025-10-24 21:19:27,2,629.0
345,2849,9919,2025-11-03 16:54:28,1,215.18
346,17825,7146,2025-07-29 08:58:37,2,996.54
347,20007,1935,2025-08-03 00:59:31,1,434.93
348,33714,7685,2025-09-29 16:11:56,3,1199.16
349,34726,5647,2025-08-22 11:24:01,1,186.04
350,26738,3282,2025-03-07 03:49:48,3,381.54
351,22001,484,2025-06-09 04:04:28,1,105.23
352,18727,1276,2025-01-27 14:15:23,3,1458.18
353,25078,3117,2025-11-03 08:26:40,2,43.32
354,844,5507,2025-01-22 22:55:28,1,72.25
355,12040,7982,2025-07-29 19:40:00,3,486.81000000000006
356,35544,5679,2025-08-10 11:16:30,3,178.07999999999998
357,39616,6907,2025-04-05 06:21:17,2,943.18
358,37254,7071,2025-11-03 17:54:35,1,338.03
359,4294,7733,2025-11-17 21:42:00,2,565.26
360,24371,5637,2025-04-26 08:05:39,1,272.29
361,1483,8648,2025-07-24 00:51:48,2,590.16
362,7467,8223,2025-02-02 19:16:20,3,1425.48
363,31303,2752,2025-11-05 02:49:30,2,113.92
364,35742,5482,2025-05-22 07:01:49,3,1048.74
365,23721,8455,2025-05-04 08:21:37,3,1152.06
366,13900,7252,2025-09-17 19:09:35,2,581.8
367,17911,3971,2025-01-20 03:34:32,2,667.52
368,18657,5524,2025-03-25 05:53:03,3,246.45000000000002
369,32311,7841,2025-03-20 17:31:23,2,474.84
370,31868,128,2025-10-13 18:26:10,2,14.94
371,7714,3955,2025-03-24 14:38:29,3,879.81
372,10669,1421,2025-10-31 19:59:35,1,197.41
373,14615,7049,2025-09-11 04:55:06,1,91.16
374,5979,805,2025-06-02 21:10:39,3,840.69
375,34516,3894,2025-03-02 05:38:58,3,529.02
376,13478,9455,2025-11-23 06:52:04,1,382.18
377,8154,5555,2025-06-05 14:01:50,2,445.94
378,9567,2954,2025-04-25 10:17:59,1,38.83
379,26732,8899,2025-04-23 16:41:10,3,458.82
380,13735,4434,2025-11-13 19:13:23,3,402.36
381,5309,108,2025-01-31 11:33:17,1,433.75
382,561,9502,2025-08-12 07:20:01,1,463.11
383,21782,3283,2025-05-15 22:31:17,2,389.3
384,2319,7977,2025-10-12 22:07:28,3,636.45
385,24608,8332,2025-05-29 17:20:21,3,1261.92
386,29258,7920,2025-05-02 01:27:07,3,1405.71
387,15898,5289,2025-01-21 10:46:31,3,110.37
388,23672,6437,2025-01-23 12:33:21,3,525.5699999999999
389,26552,4739,2025-04-28 23:28:17,3,1025.91
390,18340,6486,2025-05-14 04:05:03,3,57.510000000000005
391,39539,6864,2025-01-15 15:50:05,1,314.81
392,30977,8738,2025-06-17 08:58:56,2,724.74
393,39643,4732,2025-05-07 03:31:43,3,794.25
394,15525,8812,2025-10-01 05:37:56,2,857.98
395,5370,8995,2025-10-26 04:54:05,1,103.39
396,23628,3495,2025-08-01 08:41:07,1,232.64
397,16031,6097,2025-03-21 05:49:18,3,619.74
398,35586,1845,2025-11-23 22:41:17,3,312.24
399,33799,8821,2025-01-05 20:59:30,1,427.16
400,8364,8354,2025-03-03 14:51:20,1,303.62
401,24553,9314,2025-06-08 20:49:59,1,425.65
402,14429,7050,2025-02-07 19:23:11,1,71.06
403,20149,5305,2025-09-30 06:05:11,2,517.98
404,23029,1064,2025-03-13 12:17:12,3,195.71999999999997
405,23808,2732,2025-03-17 19:13:34,1,375.89
406,28803,1659,2025-06-22 02:37:35,1,399.94
407,7298,2028,2025-06-14 13:53:36,3,765.1500000000001
408,9513,8992,2025-07-12 10:53:14,3,85.17
409,37975,8396,2025-09-02 07:25:37,3,836.61
410,16707,4134,2025-04-28 08:33:03,2,574.16
411,27704,3946,2025-08-11 08:16:24,1,353.9
412,10378,2890,2025-01-10 10:08:48,2,182.38
413,19477,624,2025-06-11 21:59:50,2,43.62
414,9345,8681,2025-08-27 02:05:13,1,470.37
415,23863,7250,2025-04-17 09:24:26,2,219.8
416,37579,9779,2025-08-15 05:44:16,3,730.17
417,7498,6852,2025-07-09 05:32:47,2,192.3
418,9432,3340,2025-09-18 18:06:56,2,678.98
419,10680,9420,2025-01-16 21:06:51,2,184.0
420,9419,8221,2025-05-13 13:47:27,3,1044.81
421,2855,1811,2025-06-13 19:41:59,2,660.94
422,1862,4562,2025-03-28 16:26:59,2,890.52
423,33939,9967,2025-03-30 07:57:17,2,372.16
424,16184,4514,2025-05-20 03:44:20,1,85.66
425,37491,4439,2025-01-21 20:52:15,2,889.52
426,35920,6661,2025-01-25 18:03:57,1,180.27
427,17936,3534,2025-02-11 17:24:06,1,214.5
428,30991,755,2025-08-25 05:00:35,2,57.8
429,26210,4839,2025-06-15 12:19:41,1,76.46
430,4669,2319,2025-02-26 10:31:44,1,384.07
431,5993,4614,2025-04-27 08:09:11,3,812.04
432,17747,5314,2025-10-31 02:14:38,3,467.28
433,23344,53,2025-11-15 05:04:48,3,575.91
434,17649,7651,2025-10-07 15:00:13,1,268.61
435,36325,2196,2025-07-15 10:23:13,1,21.7
436,565,9889,2025-10-28 18:39:14,1,192.4
437,37326,8038,2025-03-19 00:16:12,1,45.81
438,27789,4026,2025-10-17 22:10:50,1,38.88
439,22155,5638,2025-07-24 04:30:08,2,518.26
440,24275,5185,2025-10-11 09:29:25,3,55.800000000000004
441,34201,5217,2025-11-28 01:58:30,1,167.16
442,4983,7104,2025-07-25 15:50:08,1,78.97
443,1731,907,2025-10-11 17:39:33,1,164.89
444,29138,6928,2025-09-11 15:17:35,1,194.55
445,17833,9686,2025-01-22 20:58:30,2,853.38
446,22173,8017,2025-07-10 09:08:57,1,76.24
447,26124,4254,2025-09-26 02:43:05,3,1372.44
448,11851,1737,2025-05-23 08:13:55,2,726.54
449,8533,4518,2025-01-15 05:30:20,3,304.11
450,32125,9362,2025-03-05 12:27:08,2,393.64
451,34801,1569,2025-08-12 17:23:41,1,315.34
452,13169,5643,2025-03-21 10:38:57,3,1366.35
453,36466,6450,2025-04-23 07:37:56,1,412.15
454,39384,5496,2025-11-10 00:32:23,2,456.04
455,30965,85,2025-05-01 14:20:01,1,51.97
456,9974,9078,2025-01-15 21:09:12,3,706.53
457,1955,485,2025-10-23 23:23:24,3,1191.03
458,10846,2612,2025-01-15 10:26:36,3,19.740000000000002
459,4738,2994,2025-01-21 11:11:32,1,268.81
460,35930,465,2025-01-10 07:01:11,2,479.24
461,24779,3201,2025-11-20 18:10:20,3,925.29
462,14322,7099,2025-09-06 08:09:24,3,1344.57
463,19948,5226,2025-01-25 03:24:17,2,201.04
464,4484,1584,2025-02-19 12:26:53,3,860.25
465,25423,8775,2025-10-27 22:05:07,3,473.28
466,27852,767,2025-07-02 05:03:32,1,351.56
467,1266,6012,2025-03-23 04:56:34,2,699.36
468,34529,6596,2025-09-01 13:54:04,2,361.94
469,11257,5906,2025-05-14 03:04:22,3,39.78
470,10256,4979,2025-03-21 15:23:58,2,865.24
471,12204,5850,2025-08-28 11:48:54,1,70.7
472,19618,4872,2025-04-25 23:42:23,2,917.76
473,18326,7099,2025-03-29 18:50:58,1,203.41
474,12841,4639,2025-09-01 01:53:04,2,414.5
475,11281,5153,2025-09-21 15:39:17,1,142.29
476,20223,779,2025-11-14 13:29:55,3,1257.57
477,33104,8134,2025-03-05 14:08:14,3,1360.59
478,1327,9474,2025-02-09 19:24:08,1,278.18
479,21076,7201,2025-05-18 11:45:47,2,627.34
480,37131,6304,2025-01-15 22:28:24,1,430.03
481,23159,8988,2025-11-16 17:53:20,3,1103.91
482,14095,3888,2025-10-06 18:17:08,1,227.85
483,4502,2142,2025-06-11 16:50:39,1,460.52
484,30645,9174,2025-10-29 12:30:03,3,708.99
485,14807,6409,2025-07-18 14:16:49,2,877.8
486,20901,9333,2025-07-11 17:47:30,3,1077.54
487,5145,3878,2025-09-09 20:19:17,2,654.96
488,29124,5821,2025-11-08 23:35:41,1,247.65
489,29448,3679,2025-02-25 10:39:00,1,470.79
490,18234,9626,2025-04-03 15:38:26,3,631.41
491,20405,6600,2025-03-13 03:20:21,2,983.36
492,38631,1513,2025-04-01 06:35:45,1,292.38
493,20335,7512,2025-09-04 07:38:14,1,416.48
494,10899,4763,2025-04-08 14:23:26,3,1366.1399999999999
495,8038,7093,2025-09-29 00:39:47,1,244.53
496,24035,9647,2025-07-01 18:05:38,3,490.43999999999994
497,32827,5696,2025-10-19 13:41:09,1,348.26
498,38492,5652,2025-07-21 07:48:30,2,832.56
499,8733,6358,2025-04-29 20:08:30,2,278.04
500,20975,8198,2025-05-14 02:45:43,3,630.09
501,27147,592,2025-02-13 19:23:39,2,501.5
502,12122,2528,2025-09-11 19:28:13,1,316.33
503,10112,4181,2025-01-06 09:04:33,3,969.24
504,22202,6886,2025-05-13 08:37:45,2,63.88
505,8585,4390,2025-03-15 21:13:12,3,213.06
506,15347,6425,2025-09-04 08:24:50,3,352.20000000000005
507,12144,6453,2025-05-10 17:08:03,3,1057.71
508,22449,2707,2025-07-10 21:28:10,3,352.74
