product_id,name,price,brand,rating,category_id
60,Financial,342.74,"Young, Leach and Bender",4.2,18
61,Imagine,470.1,Williams-Ibarra,2.6,14
62,Novel Other,89.23,Penguin,1.2,1
63,Pick,420.09,"Bruce, Perry and Hernandez",2.3,15
64,Lamp Support,540.44,Philips,2.5,3
65,Textbook Too,24.36,O'Reilly,3.5,1
66,Goal,95.99,Nguyen PLC,3.4,16
67,Lay,259.57,"Hodges, Wilson and Martin",2.7,8
68,Few,67.28,Castillo-Castillo,2.6,6
69,History,164.24,"Hernandez, Evans and Jackson",2.4,13
70,Time,456.05,Andrade-Ryan,3.3,10
71,Textbook Store,29.97,O'Reilly,3.3,1
72,Not,457.33,Anderson-Dudley,2.3,9
73,Safe,37.32,Harrison-Campbell,4.1,13
74,Same,498.95,"Myers, Craig and Smith",3.9,17
75,Make,268.47,Mitchell and Sons,4.3,11
76,Camera Wrong,1829.89,Asus,3.6,0
77,T-shirt Produce,99.78,H&M,3.3,2
78,Pass,36.26,"Mullins, Hill and Wilson",4.0,8
79,Fire,433.54,Kelly Inc,3.8,5
80,Federal,113.55,Pena LLC,1.2,19
81,Just,298.73,French Ltd,2.2,11
82,Jacket Message,61.21,Zara,2.8,2
83,Agent,259.04,"Graham, Bartlett and Pearson",3.4,7
84,Billion,205.8,Schmidt-Wright,5.0,7
85,Textbook Quality,67.97,O'Reilly,3.1,1
86,Sneakers Color,91.51,Zara,3.6,2
87,And,261.57,"Higgins, Kane and Taylor",2.3,16
88,Government,6.44,Gray-Wilson,1.4,11
89,Heavy,24.65,"Leon, Irwin and Mcdaniel",3.8,12
90,Affect,353.48,Kelly-Guerra,4.8,14
91,Responsibility,398.96,"Hanson, Thomas and Munoz",4.8,8
92,Microwave Marriage,608.98,Dyson,4.9,3
93,Face Cream Expect,31.87,Nivea,4.8,4
94,Lamp Decision,620.7,IKEA,3.1,3
95,Lipstick Hundred,131.12,Dove,2.1,4
96,Soldier,88.81,Smith-Stewart,3.1,18
97,Memory,214.5,Smith-Jones,2.3,12
98,Speak,62.25,Wood and Sons,1.8,15
99,Goal,299.56,"Morales, Lin and Ortiz",3.7,6
100,Stuff,35.7,Wade-Nash,2.2,9
101,Perfume Writer,127.98,Maybelline,2.1,4
102,Former,222.47,Molina-Martin,4.7,5
103,Novel Store,32.55,HarperCollins,1.5,1
104,Growth,211.63,Martinez Inc,4.0,18
105,Camera Care,947.62,Sony,1.9,0
106,TV We,2454.47,Asus,4.8,0
107,View,224.66,White LLC,2.8,13
108,Camera,106.04,Brown Ltd,1.7,11
109,Same,72.31,"Schroeder, Robbins and Schaefer",4.0,7
110,Successful,237.1,Murphy and Sons,1.2,8
111,Pressure,479.68,Evans-Scott,3.5,11
112,Pull,219.78,Henry LLC,3.8,8
113,Whatever,194.67,"Cisneros, Bailey and Martinez",2.7,10
114,Growth,151.01,Barrett LLC,1.2,5
115,Business,496.63,Hatfield-Adkins,4.1,5
116,Eat,462.34,Hernandez LLC,2.0,13
117,Political,173.01,Olsen-Herrera,1.3,16
118,Exactly,313.91,"Johnson, Kent and Mccoy",1.4,14
119,Actually,160.95,Stuart LLC,2.2,13
120,Whole,351.73,"Coleman, Hughes and Walsh",4.8,15
121,Drug,24.66,"Maldonado, Fox and Miller",3.8,14
122,Trip,440.66,Ingram-Miller,1.6,5
123,Water,13.2,Harris LLC,4.4,16
124,Option,140.57,Silva PLC,4.6,11
125,Comics Industry,27.18,O'Reilly,3.3,1
126,Security,449.58,"Lee, Robinson and Conley",2.8,10
127,Degree,275.0,Harris Ltd,2.7,16
128,Husband,70.23,"Conner, Wright and Erickson",3.5,19
129,Attention,198.22,"Chapman, Williams and Howard",3.4,18
130,Cultural,33.65,"Cox, Curry and Cooley",4.3,11
131,Among,215.4,Daniel Group,3.7,14
132,Plant,11.12,"Atkinson, Richards and Walters",2.4,16
133,Certainly,6.03,Chavez-Duncan,1.8,5
134,Financial,347.97,Reed and Sons,1.1,6
135,Box,383.4,Raymond Inc,2.4,16
136,Because,344.83,"Jones, Cook and Howe",2.1,18
137,Director,358.42,Becker-Olson,5.0,6
138,Up,435.34,Reyes PLC,3.3,5
139,Much,152.27,Bell-Ali,4.0,13
140,Laptop Blue,1417.04,HP,2.4,0
141,Data,272.71,Ramos-Rogers,4.8,7
142,Citizen,26.89,"Solomon, Wells and Montoya",4.5,16
143,Jeans Hear,137.72,H&M,1.7,2
144,Biography Describe,78.78,O'Reilly,1.5,1
145,Own,138.49,Horton-Lee,3.9,15
146,Set,376.45,Harmon Group,1.3,5
147,Need,29.17,"Nichols, Rogers and Day",1.2,5
148,Dark,424.34,"Evans, Kelley and Dougherty",2.6,7
149,Fund,46.89,Smith-Jackson,2.5,17
150,Jacket Message,42.29,H&M,4.3,2
151,Leader,415.22,Reed Ltd,1.2,11
152,Exactly,43.9,Brown-Logan,1.9,14
153,Way,441.07,Ruiz PLC,2.6,10
154,Lipstick Beyond,19.32,Maybelline,4.4,4
155,Thank,223.66,Farley-Brooks,4.5,10
156,Miss,179.99,"Moore, Rogers and Allen",2.2,8
157,Large,204.46,Barnes Inc,3.4,9
158,Never,285.81,Mccormick-Mclean,1.4,16
159,Lamp Field,682.16,Panasonic,4.1,3
160,Question,265.45,Maldonado LLC,3.4,10
161,Meet,209.42,"Barrera, Richards and Ward",4.9,5
162,Put,23.72,Robinson and Sons,4.1,10
163,Former,184.98,Howard-Mcguire,2.6,6
164,Put,438.95,Burch-Castillo,3.7,11
165,Response,278.57,Fields LLC,4.4,11
166,Cookbook Card,24.39,Vintage,3.1,1
167,Back,208.45,Burton-Yates,3.4,9
168,Behind,368.64,Shaw Ltd,2.8,16
169,Property,265.42,"Clayton, Byrd and Smith",4.9,18
170,Example,342.08,"Hall, Holmes and Johnson",3.7,9
171,Out,257.43,Rios-Robbins,1.6,13
172,Prove,280.56,Soto LLC,1.6,19
173,Novel Free,14.41,Penguin,1.1,1
174,Dress Serious,177.42,Nike,4.5,2
175,TV Involve,1534.43,Asus,2.6,0
176,Everyone,213.29,"Miller, Strickland and Flores",4.5,19
177,Body Lotion None,139.66,L'Oreal,4.3,4
178,Get,112.57,Cox PLC,3.5,5
179,Arrive,223.7,"Perkins, Burton and Brooks",4.5,9
180,Possible,8.87,Beck-Lynn,3.9,13
181,Inside,468.65,Rogers-Cruz,3.1,14
182,Certain,477.44,Berger-Carr,1.1,13
183,Store,137.91,Herman-Davis,1.5,10
184,Heart,302.08,Foley-Shelton,1.7,16
185,Specific,145.81,Terry-Watson,3.8,6
186,Serve,66.48,"Wong, Stuart and Crawford",1.2,8
187,Tend,107.4,Velasquez-Powell,4.0,6
188,Perform,485.39,Bond and Sons,2.9,17
189,Public,403.56,"Jones, Johnson and Henderson",2.6,18
190,Adult,126.07,Warren and Sons,4.1,14
191,Jacket Out,72.35,Zara,2.6,2
192,Health,114.64,Anderson-Avery,1.1,8
193,Over,191.22,"Taylor, Cole and Savage",3.4,16
194,Not,164.82,Dunlap-Mckee,1.2,15
195,Road,457.9,Berger Group,3.4,19
196,Behavior,407.36,Wilson and Sons,1.8,5
197,Director,160.41,Avila-Stewart,1.0,15
198,Particularly,363.42,"Martin, Bowen and Valdez",1.7,19
199,Headphones Show,679.18,Dell,1.8,0
200,Think,187.92,Brown Inc,4.5,11
201,Last,145.65,"Clark, Anderson and Gardner",1.9,10
202,Wife,241.75,"Cooper, Santos and Hudson",1.6,12
203,Hard,453.65,"Chen, Gonzales and Fox",3.9,18
204,Character,339.66,Braun and Sons,3.0,5
205,Drop,376.03,Holt Inc,4.3,19
206,Science,478.42,Miller and Sons,4.7,9
207,Finally,49.28,Franco Ltd,2.7,16
208,Pass,176.33,Vaughan-Lee,1.5,11
209,Microwave Player,106.46,Panasonic,4.1,3
210,Our,28.29,Johnson-Foster,2.3,10
211,Home,202.25,Mckay and Sons,2.9,7
212,Drug,324.64,"Williams, Williams and Anderson",2.0,11
213,Today,241.7,Allen and Sons,1.8,5
214,Describe,153.02,"Bell, Holloway and Sosa",3.1,8
215,Into,78.33,Brown-Dennis,2.8,13
216,TV Under,1107.75,Apple,1.3,0
217,Face Cream Collection,8.74,Clinique,4.5,4
218,While,355.71,Mcintosh-Simmons,1.2,13
219,Their,157.24,Lopez-Coffey,3.9,15
220,Peace,463.64,"Myers, Thomas and Munoz",2.9,7
221,Ago,285.77,"Hood, Peterson and Navarro",4.1,9
222,Involve,280.37,Sandoval PLC,4.6,7
223,Biography Course,72.94,Vintage,4.7,1
224,Past,120.35,"Powers, Larson and Patterson",4.4,14
225,Opportunity,380.86,Martinez and Sons,4.7,14
226,Less,391.04,Robinson-Coleman,4.8,6
227,T-shirt Join,67.58,Adidas,3.4,2
228,Leg,385.15,"Haley, Wilkins and Simmons",2.5,7
229,Baby,396.66,Mcguire and Sons,1.8,7
230,Toward,136.34,Martin-Dalton,2.1,18
231,Offer,356.23,Mcdaniel-Wright,4.8,11
232,Microwave More,198.77,Philips,2.6,3
233,But,465.59,Schultz-Smith,1.3,7
234,T-shirt Under,143.73,Zara,1.2,2
235,T-shirt Such,27.97,Nike,2.1,2
236,Actually,342.02,Williams Inc,1.4,17
237,Laptop Seat,2146.6,Apple,1.2,0
238,Blender Operation,300.25,Philips,2.1,3
239,Just,179.35,"Gray, Livingston and Ramirez",1.3,15
240,Might,191.81,Brown-Holland,4.1,9
241,Science,498.92,Harris-Velez,1.5,18
242,T-shirt Same,27.77,Adidas,4.2,2
243,House,267.65,"Gates, Ramirez and Myers",5.0,17
244,Body,421.89,Porter-Robinson,3.5,17
245,Represent,269.2,Cunningham-Rios,3.1,14
246,Novel Couple,75.62,Penguin,4.3,1
247,Himself,250.68,Miller-Wolf,1.8,5
248,Without,256.13,"Phillips, Turner and Jones",2.0,10
249,None,124.89,Hawkins Group,2.4,16
250,Alone,166.69,"Ward, Howard and Simpson",2.7,5
251,Laptop Share,2227.84,Apple,4.6,0
252,Fine,192.58,"Cook, Gonzalez and Garcia",3.0,10
253,Camera Administration,1187.31,Sony,4.7,0
254,Tablet Against,1844.12,Dell,3.8,0
255,Shampoo Almost,72.28,Clinique,1.8,4
256,Tough,149.99,Matthews and Sons,5.0,12
257,Own,173.96,Padilla-Crawford,1.6,16
258,Lipstick Rather,22.95,Clinique,2.8,4
259,Shake,113.95,Malone-Jones,1.5,11
260,Property,213.06,Hernandez Ltd,2.6,12
261,Biography List,10.55,Vintage,4.5,1
262,Reason,105.41,Martin Group,2.1,19
263,But,68.65,"Salinas, Rivera and Wright",3.9,19
264,Spring,416.82,Miller Ltd,1.8,18
265,Building,439.01,Young-Small,1.6,15
266,Assume,256.19,Tyler-Mclean,4.7,18
267,Without,44.34,"Callahan, Moore and Smith",1.5,12
268,Call,365.9,"Jones, Kim and Brown",3.2,15
269,Decade,461.2,Warren-Webb,3.2,13
270,Jacket Become,147.85,Uniqlo,1.1,2
271,Hope,157.43,Bishop Ltd,1.2,13
272,Cookbook Usually,94.92,Penguin,1.2,1
273,Why,192.98,Roberts Inc,3.5,17
274,Final,14.92,Moore-White,3.4,14
275,Gas,84.66,Rogers Inc,3.6,18
276,Weight,374.31,"Rasmussen, Hayes and Nguyen",4.4,11
277,Lamp Receive,126.57,Dyson,4.4,3
278,Sing,51.96,"Whitehead, Bowers and Davis",4.3,9
279,Yard,314.12,Dodson-Johnson,3.2,19
280,How,220.11,Horton-Marshall,3.6,15
281,Comics Reflect,35.07,Vintage,1.2,1
282,Smartphone By,237.66,Asus,2.0,0
283,Per,63.67,"Swanson, Brock and Williams",3.1,8
284,Computer,9.88,Burke-Sullivan,4.6,6
285,Biography Worker,33.23,O'Reilly,1.3,1
286,Blender Final,190.35,Panasonic,3.9,3
287,Body Lotion Build,136.14,Clinique,3.5,4
288,Dress Argue,235.18,H&M,1.3,2
289,Loss,208.09,"Smith, Marshall and Simmons",1.5,16
290,Biography Laugh,5.22,Vintage,3.2,1
291,Microwave Another,73.51,Panasonic,2.8,3
292,Better,56.82,"Smith, Baker and Butler",1.2,11
293,Few,76.67,Martin-Craig,3.4,5
294,Road,423.08,Shaffer PLC,4.4,8
295,Between,307.05,Bruce and Sons,5.0,14
296,Who,372.56,Alvarado-Mcintyre,4.9,13
297,Fish,78.72,Evans Group,4.7,11
298,Lamp Work,398.38,Philips,3.6,3
299,Face Cream Prove,43.06,Nivea,3.7,4
300,New,82.51,Rodriguez LLC,1.1,17
301,Research,487.7,Morris Inc,3.4,6
302,Finally,416.87,Jones PLC,4.6,19
303,Window,406.52,"Franklin, Meyers and Pitts",3.8,10
304,Wonder,276.67,"Warner, Mason and Freeman",4.3,7
305,Song,183.57,Moore-Myers,3.3,8
306,Air Purifier Exist,231.89,IKEA,4.0,3
307,Unit,14.49,Nixon-Osborne,1.2,13
308,Hour,73.09,"Coleman, Young and Gordon",4.5,12
309,Cookbook Tv,32.31,Penguin,4.0,1
310,Candidate,450.69,Patton Ltd,3.1,19
311,Comics Truth,46.06,Penguin,2.5,1
312,Front,286.86,Briggs PLC,2.1,18
313,Tablet Training,1904.39,HP,1.1,0
314,Couple,285.93,Murray-Noble,1.0,5
315,Month,237.09,Harper-Thornton,3.8,11
316,Change,452.5,Morton PLC,2.2,18
317,From,265.25,"Colon, Barrett and Henry",1.6,11
318,Should,284.91,Sandoval Group,4.6,13
319,Unit,77.44,Trujillo Ltd,2.9,19
320,Full,155.17,Clark and Sons,4.4,13
321,Look,255.91,"Johnson, Fisher and Mclaughlin",4.9,15
322,Lipstick Effect,18.8,Nivea,4.3,4
323,When,211.84,Williams Group,2.8,7
324,Jacket Term,251.84,H&M,1.4,2
325,Jacket Security,18.72,H&M,2.9,2
326,Course,429.46,Perry LLC,1.9,19
327,Voice,396.75,Hays-Tapia,1.6,15
328,Approach,16.33,Collins-Reyes,1.3,16
329,Truth,253.75,Thomas-Livingston,4.3,9
330,Sneakers Use,209.67,H&M,2.1,2
331,Society,499.45,"Mendoza, Anderson and Hughes",3.8,18
332,Sound,22.51,"Carter, Cox and Chang",2.3,8
333,Rock,255.47,Werner and Sons,4.8,14
334,Leg,143.84,Monroe-Johnson,4.3,13
335,Dress Recently,184.8,Uniqlo,1.1,2
336,Biography Wait,16.93,Vintage,3.6,1
337,Society,79.7,"Bell, Stewart and Knapp",1.1,10
338,Decade,354.95,Galloway Inc,3.5,11
339,Determine,401.78,"Potter, Weeks and Day",2.4,18
340,Body Lotion View,78.69,Clinique,3.1,4
341,Air Purifier Head,680.41,Bosch,3.2,3
342,Head,51.07,"Smith, Young and Boyd",4.6,9
343,Collection,66.47,"Patterson, Galvan and Walsh",2.5,11
344,Live,73.62,Richards Group,1.7,10
345,Control,141.91,"Rodriguez, Anderson and Lopez",3.2,5
346,Consider,128.35,Gilbert and Sons,2.6,11
347,Show,82.21,"Ibarra, Hill and Novak",1.1,19
348,Like,316.23,Mitchell-Bailey,3.3,12
349,West,248.12,"Copeland, Sullivan and Small",4.1,8
350,Might,348.34,"Newton, Tate and Morrison",3.8,6
351,Investment,184.07,Sharp-Silva,3.7,18
352,Across,457.18,Smith LLC,4.0,9
353,Over,360.29,Goodman Ltd,4.9,9
354,In,153.48,Sandoval-Baxter,1.9,14
355,Cookbook People,67.55,Penguin,5.0,1
356,Vote,21.5,Williams Group,2.2,17
357,Tablet Seven,2163.47,Apple,4.2,0
358,When,375.86,Rogers PLC,1.2,11
359,Today,497.0,"Spencer, Walker and Franklin",4.1,19
360,Thank,488.63,"Norris, Anderson and Sims",1.9,5
361,Face Cream Majority,73.87,L'Oreal,4.0,4
362,Air Purifier Around,698.73,Bosch,2.3,3
363,Try,416.13,Kennedy LLC,2.9,14
364,Hope,125.75,Hurley Inc,1.8,7
365,Century,180.95,Henry-Lara,2.1,18
366,Thought,97.72,"Duran, Avila and Hardy",4.6,17
367,Consider,114.8,"Jordan, Jones and Hunter",4.4,17
368,Perfume Drop,18.06,Dove,3.6,4
369,Resource,365.95,"Sandoval, Coleman and Rhodes",1.7,18
370,Recent,141.5,Willis Inc,2.8,13
371,Cookbook Half,15.58,Vintage,3.0,1
372,Blue,216.25,"Galvan, Bradley and Miller",2.9,10
373,Lipstick Assume,15.75,L'Oreal,3.1,4
374,According,242.51,Harrison Inc,4.9,5
375,Address,358.98,"Reed, Rollins and Miller",2.6,15
376,Thank,455.5,Cooper-Crosby,2.2,14
377,State,271.32,Thomas PLC,2.7,11
378,Situation,219.79,"Strong, Hamilton and Garcia",3.6,9
379,Occur,451.33,Peters-Salazar,1.3,17
380,Cookbook Nearly,29.9,Penguin,2.0,1
381,Couple,418.86,Luna-Sparks,3.6,11
382,Novel Prevent,56.62,Penguin,1.4,1
383,T-shirt Decision,239.66,Adidas,3.7,2
384,Again,135.79,"Wilson, Brooks and Johnson",4.6,6
385,Community,263.3,Jenkins-Callahan,3.2,15
386,On,448.92,"Castillo, Davis and Gilbert",2.5,6
387,Measure,332.27,"James, Howard and Davis",2.8,11
388,Face,307.68,"Gonzalez, Nelson and Rodriguez",2.4,6
389,Station,419.46,Robinson-Ferrell,1.3,14
390,Rate,403.8,"Gray, Diaz and Michael",2.5,19
391,Huge,323.81,Lewis Ltd,3.4,8
392,Deal,52.66,"Butler, Mcpherson and Nolan",3.9,10
393,Hundred,150.62,Phillips-Lloyd,2.4,9
394,Protect,327.99,Weiss PLC,4.0,5
395,Jacket Company,69.94,H&M,4.9,2
396,Adult,332.54,Hill Inc,1.2,9
397,Question,495.25,Hamilton Inc,3.7,15
398,Cause,82.94,"Sanders, Beck and Wells",2.4,18
399,Blender Sing,432.26,Panasonic,1.8,3
400,Officer,289.73,"Miller, Guerrero and Edwards",2.1,12
401,Camera Sit,884.49,Sony,2.3,0
402,T-shirt Sometimes,158.35,Uniqlo,3.1,2
403,Soldier,255.42,Johnson PLC,3.9,5
404,Trade,189.75,Pacheco-Bonilla,2.5,6
405,Novel Guess,37.25,Vintage,3.3,1
406,Would,323.07,Rocha and Sons,2.1,18
407,Camera Final,2393.56,Dell,3.9,0
408,Itself,369.74,Shannon Inc,4.2,8
409,Yet,70.94,Schroeder-Goodman,4.6,5
410,Mention,440.49,Moore Ltd,2.7,10
411,Set,458.79,Sutton-Warner,4.3,9
412,Join,206.76,Weber Ltd,2.3,14
413,Evidence,248.07,Armstrong-Diaz,1.7,10
414,Novel Pressure,41.63,Penguin,2.3,1
415,Piece,354.87,Hall-Brewer,4.6,12
416,Read,124.21,Hoover-Callahan,4.7,9
417,Yet,231.71,Sanchez-Foster,1.9,7
418,Mouth,194.06,Reed-Cortez,3.9,15
419,Interview,268.4,Taylor-Mills,1.1,14
420,Speak,220.86,Freeman-Gutierrez,1.9,15
421,Letter,235.04,Deleon-Jackson,3.3,18
422,Detail,448.88,Mitchell LLC,3.2,10
423,Perfume Away,43.14,Maybelline,4.6,4
424,Hand,310.59,Taylor-Murphy,4.3,7
425,Impact,207.03,Mora and Sons,2.7,6
426,Jacket Large,49.59,Zara,4.7,2
427,Often,243.75,Ware-Ponce,3.5,10
428,Concern,317.75,Williams-Davis,2.8,13
429,Actually,475.45,Price-Duncan,3.9,9
430,Maybe,441.06,Barnes and Sons,1.4,19
431,Order,280.68,Owens-Hicks,4.7,12
432,Event,44.4,"Morales, Ball and Brown",1.7,19
433,List,429.42,"Burns, Montoya and Jordan",2.4,9
434,Pass,433.36,"Noble, Cruz and Newton",2.8,17
435,Program,343.84,Golden-Hughes,1.7,11
436,Story,430.8,"Williams, Greene and Fisher",1.5,7
437,Pattern,486.82,"Mendoza, Rose and Green",1.3,9
438,Product,105.34,Perkins-Warner,3.1,19
439,Require,354.3,Fox-Smith,3.2,6
440,Range,432.06,Davis LLC,1.7,13
441,Personal,162.2,"Lee, Pham and Tyler",4.9,11
442,Follow,436.6,Alvarez-Hester,3.1,17
443,Relationship,110.78,Moyer LLC,1.1,5
444,Dark,94.33,"Hogan, Richards and King",4.1,13
445,You,313.34,"Miller, Mccoy and Wilson",4.4,8
446,Bar,251.37,Gross PLC,4.9,17
447,Foot,18.71,Smith-Rogers,1.2,19
448,Final,271.86,Anderson-Williamson,1.4,12
449,Face Cream End,76.37,Maybelline,1.8,4
450,Bit,45.36,"Long, Robbins and French",2.3,9
451,Against,84.35,Johnson Inc,3.3,9
452,Both,287.24,"Hanson, Brown and Mcclain",3.8,13
453,See,455.14,"Tucker, Marshall and Johnson",3.3,17
454,Ready,130.71,"Hernandez, Williams and Ray",2.1,9
455,Four,143.89,"Hernandez, Aguilar and Gallagher",2.3,13
456,Biography Half,97.7,Vintage,2.3,1
457,T-shirt See,75.12,Adidas,2.7,2
458,Later,402.1,Reyes-Andrade,1.1,8
459,Someone,489.11,Watson-Freeman,1.8,8
460,Best,294.01,Johnson and Sons,4.3,15
461,Life,44.61,"Thompson, Ortiz and Brown",3.5,6
462,Article,14.72,Flores-Sutton,1.6,19
463,Comics Firm,97.2,Macmillan,4.7,1
464,Strategy,383.47,"Mccann, Poole and Harris",2.7,9
465,Professional,245.96,Diaz-Parker,4.7,6
466,Maybe,314.05,Drake-Lopez,4.2,12
467,Work,267.17,White-Adams,3.2,19
468,Textbook Food,8.86,Macmillan,2.5,1
469,Democrat,185.64,Wong Inc,2.4,11
470,Tablet Letter,2343.74,HP,4.2,0
471,Pm,25.0,"Simon, Bell and Richards",2.9,15
472,Until,83.7,Jordan LLC,4.7,8
473,Laptop Board,331.81,Dell,4.9,0
474,Government,306.97,Schroeder LLC,1.6,6
475,Region,146.8,Blevins-Payne,2.3,11
476,Step,35.11,Foster Inc,1.5,9
477,Fact,314.96,Morrison-Clark,1.4,19
478,Participant,464.02,Henderson-Butler,1.1,17
479,Stock,404.3,Ross PLC,3.2,16
480,Dress Finally,236.24,Adidas,1.9,2
481,Long,391.42,"Wallace, Murray and Brown",4.3,11
482,Easy,205.2,Waters-Robinson,4.1,11
483,Shake,470.64,Santos-Washington,4.4,13
484,T-shirt Stay,241.63,Zara,1.6,2
485,State,245.95,Lewis Ltd,2.4,9
486,Body,383.53,Bennett and Sons,4.2,16
487,Civil,53.15,"May, Reeves and Brown",1.5,5
488,High,147.91,Frazier-Smith,2.8,13
489,Sport,333.95,Santos-Carr,2.8,9
490,These,386.15,Ramirez Inc,4.6,16
491,Provide,200.53,"Kelly, Johnson and Tate",3.5,7
492,Probably,482.77,Johnson LLC,4.4,10
493,Comics Sea,68.97,HarperCollins,4.4,1
494,T-shirt Majority,286.91,Uniqlo,1.6,2
495,Perhaps,12.14,Diaz-Martinez,2.7,14
496,Professional,264.31,Smith-Ward,1.1,11
497,Agency,461.64,Jones Ltd,4.7,18
498,Wife,8.67,"Stewart, Moore and Blake",4.3,6
499,Still,141.11,Hayes LLC,3.9,16
500,Mouth,329.22,"Hammond, Lee and Lopez",1.4,10
501,Clear,152.76,Henderson and Sons,4.5,18
502,Lipstick Threat,36.95,Clinique,5.0,4
503,End,476.75,Diaz-Soto,2.8,8
504,Voice,323.23,Petty-Estrada,4.2,16
505,Fish,335.6,Cooper Ltd,2.0,10
506,Through,221.33,Campos-Mathis,3.1,9
507,Central,250.91,"Jackson, Harris and Rangel",3.5,13
508,Use,289.24,"Andrews, Jackson and Case",1.7,14
509,Mission,117.24,Harris-Adams,4.9,18
510,Enter,220.73,"Weber, Hall and Mcgee",1.7,15
511,Else,423.44,Kirk and Sons,3.0,10
512,TV Kid,806.15,Dell,2.8,0
513,Ever,125.3,Diaz-Byrd,3.5,9
514,Vacuum Cleaner Practice,509.33,IKEA,2.8,3
515,Comics Buy,89.6,Penguin,3.4,1
516,Expert,66.35,Nelson Group,2.4,8
517,Yet,373.97,"Daniels, Fry and Taylor",1.5,5
518,Laptop Explain,2036.13,Dell,1.1,0
519,Product,159.18,"Evans, Miller and Alexander",4.4,13
520,Suddenly,154.11,Mclaughlin and Sons,1.3,15
521,Cost,471.6,Morales-Bender,3.0,12
522,Network,83.07,"Dominguez, Harris and Booth",1.8,12
523,Face Cream National,99.83,Nivea,1.5,4
524,Catch,25.98,Graham LLC,4.4,17
525,Police,119.05,"Jones, Robinson and Sparks",4.4,5
526,Million,45.52,Bridges-Snyder,4.6,11
527,Box,268.85,"Ramirez, Schwartz and Hill",1.2,11
528,Cut,6.46,"Pratt, Conrad and Holmes",1.5,12
529,Worry,43.46,"Morris, Webb and Knox",3.4,13
530,Camera Security,171.57,HP,3.0,0
531,Technology,215.55,Sanders and Sons,3.0,7
532,Air Purifier Decade,256.87,Bosch,2.5,3
533,Article,480.94,Morrow and Sons,3.6,16
534,Type,497.92,Stephenson-Taylor,3.2,14
535,Tablet Week,2120.55,Samsung,3.3,0
536,In,101.14,Williams and Sons,3.7,8
537,Successful,222.63,Garcia-Barr,3.8,10
538,Headphones Performance,2168.14,Sony,4.9,0
539,Student,129.83,Giles-Greer,2.4,18
