wishlist_id,user_id,product_id,added_on
100,2888,655,2025-10-22
101,1950,274,2025-08-13
102,2419,565,2025-07-16
103,3459,877,2025-05-04
104,275,984,2025-04-11
105,3338,691,2025-07-17
106,1657,735,2025-02-26
107,3611,380,2025-01-10
108,2234,540,2025-07-18
109,3934,831,2025-08-08
110,373,568,2025-08-30
111,2431,897,2025-09-13
112,754,982,2025-04-25
113,1641,874,2025-09-14
114,435,789,2025-09-09
115,310,467,2025-08-06
116,1610,252,2025-03-12
117,135,289,2025-04-29
118,3873,915,2025-11-12
119,383,714,2025-11-15
120,281,151,2025-11-12
121,2392,908,2025-04-12
122,497,577,2025-01-05
123,220,613,2025-04-14
124,855,243,2025-07-24
125,981,713,2025-04-16
126,1337,327,2025-03-27
127,2893,624,2025-04-27
128,1336,239,2025-09-12
129,3057,717,2025-02-06
130,2418,132,2025-07-08
131,1203,338,2025-06-15
132,2751,729,2025-05-27
133,1644,688,2025-03-16
134,3189,574,2025-02-09
135,2287,732,2025-06-30
136,2314,700,2025-03-09
137,2109,552,2025-01-29
138,677,94,2025-10-09
139,3605,404,2025-08-25
140,3810,614,2025-11-04
141,3394,325,2025-08-06
142,3168,232,2025-10-17
143,3487,48,2025-07-02
144,512,798,2025-03-31
145,1429,608,2025-01-31
146,3143,189,2025-04-02
147,692,525,2025-10-25
148,1714,376,2025-09-07
149,1645,736,2025-08-03
150,3123,39,2025-05-27
151,2657,745,2025-04-21
152,111,271,2025-02-20
153,2360,938,2025-02-25
154,2075,280,2025-10-27
155,281,287,2025-09-28
156,482,333,2025-01-25
157,3916,919,2025-02-01
158,1392,863,2025-03-10
159,2843,452,2025-06-26
160,963,521,2025-04-08
161,3002,112,2025-06-04
162,2724,995,2025-05-04
163,1014,329,2025-08-02
164,2653,800,2025-04-20
165,3165,21,2025-01-12
166,263,888,2025-02-06
167,1031,972,2025-07-06
168,2157,691,2025-05-31
169,908,785,2025-01-13
170,3483,899,2025-10-11
171,2886,967,2025-07-26
172,1198,96,2025-08-09
173,752,999,2025-08-22
174,3378,251,2025-11-15
175,982,161,2025-07-11
176,1211,698,2025-07-26
177,2676,949,2025-01-05
178,2416,401,2025-07-24
179,1785,623,2025-05-06
180,378,219,2025-02-27
181,3233,55,2025-08-01
182,1065,835,2025-11-16
183,1460,763,2025-06-18
184,2209,184,2025-04-05
185,654,245,2025-08-20
186,3833,553,2025-05-13
187,2438,649,2025-05-04
188,2712,27,2025-10-14
189,3390,215,2025-11-10
190,2741,909,2025-09-20
191,1687,138,2025-10-18
192,1720,70,2025-10-22
193,515,153,2025-01-22
194,1918,776,2025-08-30
195,62,104,2025-05-26
196,440,459,2025-05-16
197,3852,905,2025-08-06
198,315,869,2025-03-24
199,3422,588,2025-10-17
200,2211,148,2025-08-10
201,3792,283,2025-03-11
202,2336,375,2025-03-13
203,993,796,2025-04-23
204,3027,147,2025-04-26
205,1056,780,2025-04-04
206,1747,908,2025-10-22
207,958,646,2025-08-04
208,562,724,2025-02-24
209,3703,231,2025-01-27
210,1436,57,2025-11-14
211,2391,693,2025-10-28
212,685,229,2025-07-06
213,3153,834,2025-01-14
214,3192,8,2025-03-16
215,3350,456,2025-05-26
216,2766,940,2025-05-29
217,5,894,2025-07-07
218,805,448,2025-02-03
219,2653,971,2025-04-05
220,2737,512,2025-06-11
221,1063,303,2025-08-12
222,349,237,2025-03-21
223,2678,220,2025-01-07
224,613,993,2025-06-04
225,2845,210,2025-09-18
226,1768,417,2025-11-28
227,2215,640,2025-04-17
228,3707,397,2025-06-18
229,1830,606,2025-08-24
230,247,4,2025-07-27
231,274,867,2025-02-27
232,3651,302,2025-03-07
233,2291,301,2025-11-13
234,1008,732,2025-08-12
235,3992,257,2025-11-24
236,1656,117,2025-11-23
237,2331,303,2025-02-13
238,127,503,2025-06-03
239,2756,344,2025-04-09
240,1072,928,2025-07-22
241,1992,674,2025-05-05
242,3300,325,2025-05-27
243,1398,542,2025-06-18
244,3749,675,2025-10-14
245,325,985,2025-03-03
246,3020,852,2025-10-13
247,869,210,2025-01-29
248,3049,956,2025-10-14
249,87,553,2025-07-24
250,861,384,2025-03-11
251,3405,570,2025-04-03
252,1790,967,2025-06-06
253,1555,192,2025-01-22
254,1900,107,2025-09-26
255,841,309,2025-02-26
256,676,3,2025-01-30
257,2220,382,2025-08-14
258,2848,518,2025-03-28
259,1801,103,2025-08-18
260,3229,544,2025-05-31
261,808,978,2025-09-05
262,254,952,2025-04-09
263,798,247,2025-11-16
264,728,749,2025-06-13
265,3278,832,2025-02-23
266,2710,216,2025-08-22
267,3175,249,2025-04-17
268,3287,86,2025-09-21
269,973,570,2025-06-13
270,3961,588,2025-07-30
271,3383,427,2025-11-10
272,2493,74,2025-05-16
273,618,578,2025-11-27
274,2914,148,2025-11-13
275,781,632,2025-01-14
276,1044,428,2025-07-21
277,2551,777,2025-05-21
278,2931,306,2025-06-09
279,63,834,2025-07-21
280,100,650,2025-01-01
281,2690,124,2025-11-26
282,2145,582,2025-09-24
283,1131,898,2025-09-29
284,804,948,2025-08-01
285,480,870,2025-11-12
286,1722,297,2025-06-11
287,2792,653,2025-08-16
288,3849,708,2025-07-15
289,3554,55,2025-08-18
290,2856,455,2025-11-25
291,176,887,2025-04-06
292,1344,483,2025-01-31
293,3743,578,2025-04-08
294,3149,345,2025-06-16
295,1240,888,2025-04-03
296,1917,36,2025-03-03
297,916,561,2025-07-05
298,247,280,2025-10-12
299,697,826,2025-09-24
300,1200,533,2025-11-23
301,1799,206,2025-11-24
302,1068,476,2025-10-12
303,2028,49,2025-01-26
304,326,478,2025-11-19
305,3220,398,2025-02-13
306,20,228,2025-09-21
307,3857,703,2025-06-23
308,2629,635,2025-11-12
309,2216,244,2025-10-23
310,1636,174,2025-07-20
311,3636,853,2025-04-12
312,116,979,2025-11-23
313,3208,655,2025-02-12
314,861,154,2025-08-11
315,953,112,2025-01-15
316,2634,388,2025-08-08
317,1300,905,2025-06-30
318,1338,338,2025-10-07
319,989,878,2025-07-05
320,560,900,2025-04-26
321,585,693,2025-09-02
322,515,873,2025-06-21
323,931,264,2025-04-22
324,2695,536,2025-04-12
325,226,407,2025-04-18
326,2357,150,2025-01-27
327,1510,456,2025-10-31
328,2500,334,2025-04-22
329,3584,124,2025-08-20
330,1981,469,2025-06-17
331,1278,405,2025-03-26
332,1212,787,2025-02-19
333,1507,846,2025-03-28
334,2854,962,2025-02-15
335,1392,378,2025-08-29
336,2383,85,2025-02-10
337,1698,689,2025-01-02
338,1862,691,2025-05-04
339,3106,815,2025-08-25
340,3155,310,2025-03-19
341,1660,918,2025-06-02
342,2849,393,2025-07-14
343,1079,765,2025-05-20
344,3556,295,2025-04-25
345,516,316,2025-09-26
346,315,282,2025-03-20
347,727,350,2025-04-14
348,13,368,2025-06-03
349,1011,741,2025-02-10
350,2227,464,2025-06-30
351,2411,197,2025-06-21
352,744,734,2025-10-16
353,940,544,2025-06-26
354,148,218,2025-07-09
355,2963,494,2025-08-31
356,590,154,2025-08-02
357,2066,512,2025-06-25
358,2115,702,2025-04-11
359,1924,62,2025-11-18
360,2395,165,2025-02-02
361,3062,998,2025-10-01
362,3922,787,2025-02-24
363,1382,44,2025-01-08
364,2055,397,2025-06-18
365,48,109,2025-01-11
366,866,137,2025-09-18
367,2550,495,2025-03-26
368,3464,710,2025-08-14
369,3718,723,2025-03-11
370,567,472,2025-02-23
371,2142,779,2025-05-27
372,791,838,2025-11-26
373,2524,535,2025-09-28
374,468,988,2025-01-26
375,1506,713,2025-10-29
376,3014,567,2025-08-17
377,1601,911,2025-11-05
378,652,716,2025-07-11
379,1330,855,2025-03-31
380,3621,691,2025-07-24
381,948,871,2025-02-24
382,342,632,2025-11-12
383,3716,347,2025-10-17
384,3196,196,2025-04-03
385,3942,226,2025-03-25
386,2877,607,2025-05-20
387,24,621,2025-06-30
388,2914,38,2025-02-22
389,3854,721,2025-10-03
390,2745,435,2025-06-27
391,2526,875,2025-06-21
392,3417,954,2025-06-15
393,3335,322,2025-07-08
394,235,299,2025-02-07
395,2733,318,2025-07-13
396,1316,981,2025-06-14
397,451,800,2025-01-08
398,1190,391,2025-11-24
399,3278,376,2025-03-21
400,211,961,2025-08-31
401,999,842,2025-07-10
402,847,796,2025-06-21
403,1678,329,2025-07-14
404,2533,112,2025-11-19
405,3206,77,2025-01-15
406,2679,500,2025-05-30
407,2161,989,2025-10-17
408,2313,527,2025-01-12
409,231,836,2025-01-29
410,3696,164,2025-11-19
411,1451,491,2025-02-25
412,3787,618,2025-06-13
413,1541,756,2025-07-14
414,3963,595,2025-08-21
415,3653,995,2025-10-21
416,2235,688,2025-02-24
417,2868,122,2025-03-21
418,3429,520,2025-08-03
419,1609,934,2025-11-20
420,368,767,2025-03-25
421,3667,244,2025-10-09
422,1736,264,2025-09-09
423,747,970,2025-05-02
424,3593,734,2025-06-09
425,636,254,2025-07-23
426,1572,429,2025-11-01
427,1919,488,2025-11-02
428,3803,14,2025-09-15
429,326,984,2025-02-25
430,2879,995,2025-11-16
431,2195,275,2025-08-14
432,1556,146,2025-03-25
433,247,267,2025-07-11
434,1299,0,2025-04-21
435,2318,124,2025-03-17
436,3577,542,2025-04-17
437,2580,475,2025-04-23
438,556,149,2025-01-07
439,3252,370,2025-03-10
440,3857,513,2025-10-03
441,3918,283,2025-02-04
442,3311,185,2025-04-04
443,3291,803,2025-09-30
444,3335,480,2025-04-05
445,94,502,2025-05-16
446,3566,646,2025-09-28
447,1271,347,2025-11-03
448,1644,333,2025-05-12
449,1365,577,2025-06-05
450,1957,251,2025-08-15
451,114,799,2025-03-15
452,2545,368,2025-11-11
453,847,174,2025-08-30
454,826,90,2025-05-28
455,146,370,2025-06-27
456,2405,437,2025-06-16
457,1986,504,2025-07-05
458,3643,968,2025-10-10
459,2106,345,2025-07-10
460,1762,924,2025-01-22
461,2758,794,2025-01-01
462,2112,478,2025-01-22
463,2468,857,2025-09-28
464,1883,258,2025-06-01
465,3193,235,2025-05-30
466,1951,592,2025-04-13
467,3791,852,2025-10-12
468,1892,431,2025-02-17
469,616,895,2025-10-11
470,3968,351,2025-06-20
471,3861,213,2025-10-31
472,121,111,2025-05-01
473,360,367,2025-09-26
474,2867,903,2025-07-04
475,1640,710,2025-04-26
476,2337,301,2025-08-10
477,3509,552,2025-04-08
478,1989,788,2025-11-07
479,38,856,2025-07-14
480,719,637,2025-08-01
481,2959,833,2025-09-20
482,198,218,2025-02-22
483,2613,57,2025-06-06
484,3480,447,2025-09-30
485,3075,998,2025-04-06
486,2721,164,2025-04-23
487,2065,34,2025-03-21
488,1473,11,2025-09-26
489,813,608,2025-04-12
490,2838,209,2025-01-17
491,1922,390,2025-05-23
492,2636,25,2025-11-02
493,3336,798,2025-02-21
494,3486,904,2025-07-05
495,1386,452,2025-02-09
496,2361,664,2025-06-26
497,1326,645,2025-10-20
498,3593,628,2025-05-19
499,2456,191,2025-08-10
